["cct.kind IN ('crew', 'crew', 'crew', 'crew', 'crew')", "cct.kind = 'complete'", "ci.note IN ('(voice)', '(voice)', '(voice)', '(voice)', '(voice)')", "it.info = 'countries'", "it.info = 'votes distribution'", "k.keyword IN ('based-on-novel', 'based-on-novel', 'based-on-novel', 'based-on-novel', 'independent-film')", "mi.info IN ('English', 'USA', 'Color', 'Comedy', 'English')", "n.gender = 'm'", "t.production_year > 1995"],
["cct.kind IN ('crew', 'crew', 'crew', 'crew', 'crew')", "cct.kind = 'complete'", "ci.note IN ('(executive producer)', '(producer)', '(producer)', '(executive producer)', '(producer)')", "it.info = 'countries'", "it.info = 'rating'", "k.keyword IN ('female-nudity', 'murder', 'female-nudity', 'female-nudity', 'murder')", "mi.info IN ('USA', 'USA', 'USA', 'USA', 'USA')", "n.gender = 'm'", "t.production_year > 1993"],
["cct.kind IN ('cast', 'cast', 'cast', 'cast', 'cast')", "cct.kind = 'complete+verified'", "ci.note IN ('(producer)', '(voice)', '(uncredited)', '(producer)', '(voice)')", "it.info = 'countries'", "it.info = 'votes'", "k.keyword IN ('hardcore', 'hardcore', 'hardcore', 'hardcore', 'hardcore')", "mi.info IN ('USA', 'USA', 'USA', 'USA', 'USA')", "n.gender = 'm'", "t.production_year > 1987"],
["cct.kind IN ('crew', 'crew', 'crew', 'crew', 'crew')", "cct.kind = 'complete'", "ci.note IN ('(executive producer)', '(producer)', '(producer)', '(executive producer)', '(producer)')", "it.info = 'genres'", "it.info = 'votes'", "k.keyword IN ('murder', 'murder', 'murder', 'female-nudity', 'female-nudity')", "mi.info IN ('Crime', 'Romance', 'Thriller', 'RAT:1.85 : 1', 'RAT:1.33 : 1')", "n.gender = 'm'", "t.production_year > 1998"],
["cct.kind IN ('crew', 'crew', 'crew', 'crew', 'crew')", "cct.kind = 'complete'", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "it.info = 'countries'", "it.info = 'votes'", "k.keyword IN ('dog', 'number-in-title', 'father-daughter-relationship', 'number-in-title', 'father-daughter-relationship')", "mi.info IN ('USA', 'USA', 'USA', 'USA', 'USA')", "n.gender = 'm'", "t.production_year > 2005"],
["cct.kind IN ('crew', 'crew', 'crew', 'crew', 'crew')", "cct.kind = 'complete'", "ci.note IN ('(producer)', '(voice)', '(voice)', '(uncredited)', '(voice)')", "it.info = 'genres'", "it.info = 'votes'", "k.keyword IN ('character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title')", "mi.info IN ('UK', 'UK', 'Comedy', 'UK', 'Comedy')", "n.gender = 'm'", "t.production_year > 2002"],
["cct.kind IN ('cast', 'cast', 'cast', 'cast', 'cast')", "cct.kind = 'complete+verified'", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "it.info = 'countries'", "it.info = 'votes'", "k.keyword IN ('female-nudity', 'female-nudity', 'female-nudity', 'murder', 'murder')", "mi.info IN ('USA', 'USA', 'USA', 'USA', 'USA')", "n.gender = 'm'", "t.production_year > 2002"],
["cct.kind IN ('cast', 'cast', 'cast', 'cast', 'cast')", "cct.kind = 'complete+verified'", "ci.note IN ('(producer)', '(producer)', '(production assistant)', '(producer)', '(executive producer)')", "it.info = 'genres'", "it.info = 'votes'", "k.keyword IN ('sex', 'sex', 'sex', 'sex', 'sex')", "mi.info IN ('Documentary', 'RAT:1.33 : 1', 'PCS:Spherical', 'Stereo', 'RAT:1.33 : 1')", "n.gender = 'm'", "t.production_year > 1913"],
["cct.kind IN ('crew', 'crew', 'crew', 'crew', 'crew')", "cct.kind = 'complete'", "ci.note IN ('(voice)', '(voice)', '(voice)', '(voice)', '(voice)')", "it.info = 'countries'", "it.info = 'votes distribution'", "k.keyword IN ('hardcore', 'hardcore', 'hardcore', 'hardcore', 'hardcore')", "mi.info IN ('USA', 'Color', 'USA', 'English', 'USA')", "n.gender = 'm'", "t.production_year > 1968"],
["cct.kind IN ('crew', 'crew', 'crew', 'crew', 'crew')", "cct.kind = 'complete'", "ci.note IN ('(production assistant)', '(production assistant)', '(production assistant)', '(production assistant)', '(production assistant)')", "it.info = 'genres'", "it.info = 'votes'", "k.keyword IN ('independent-film', 'based-on-novel', 'independent-film', 'independent-film', 'independent-film')", "mi.info IN ('Documentary', 'Documentary', 'Comedy', 'UK', 'Documentary')", "n.gender = 'm'", "t.production_year > 1987"],
["cct.kind IN ('crew', 'crew', 'crew', 'crew', 'crew')", "cct.kind = 'complete'", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "it.info = 'genres'", "it.info = 'votes'", "k.keyword IN ('murder', 'murder', 'female-nudity', 'female-nudity', 'female-nudity')", "mi.info IN ('USA:R', 'NTSC', 'RAT:1.33 : 1', 'USA:Approved', 'Crime')", "n.gender = 'm'", "t.production_year > 1964"],
["cct.kind IN ('crew', 'crew', 'crew', 'crew', 'crew')", "cct.kind = 'complete+verified'", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "it.info = 'countries'", "it.info = 'votes'", "k.keyword IN ('dog', 'father-daughter-relationship', 'police', 'number-in-title', 'father-daughter-relationship')", "mi.info IN ('USA', 'USA', 'USA', 'USA', 'USA')", "n.gender = 'f'", "t.production_year > 1990"],
["cct.kind IN ('cast', 'cast', 'cast', 'cast', 'cast')", "cct.kind = 'complete'", "ci.note IN ('(story)', '(associate producer)', '(co-executive producer)', '(voice: English version)', '(co-executive producer)')", "it.info = 'genres'", "it.info = 'rating'", "k.keyword IN ('sex', 'sex', 'sex', 'sex', 'sex')", "mi.info IN ('Mono', 'PFM:35 mm', 'Black and White', 'Drama', 'Black and White')", "n.gender = 'm'", "t.production_year > 1901"],
